[0.01380202],[0.00131083],[0.03901141],[0.05573519],[0.00371646],[0.0018859],[2.7515473e-05],[0.97863921],[0.00421687],[0.02189379]
[0.43653635],[0.00041022],[0.07586335],[0.34505248],[0.00163898],[0.10886796],[0.00988255],[0.0003567],[0.05531159],[0.00099839]
[0.00658978],[0.00483169],[0.00027828],[0.82875909],[0.00320134],[0.30484617],[0.00014026],[0.01289557],[0.0493388],[0.00359615]
[0.0354277],[0.00096353],[0.81182731],[0.02701874],[0.01039764],[0.04695644],[0.03895294],[0.00068503],[0.00718238],[0.00098]
[5.6555053e-05],[0.96272184],[0.0073763],[0.02547782],[0.00053129],[0.0838068],[0.03091581],[0.0162615],[0.04288768],[0.02932998]
[0.01211565],[0.00147181],[0.00921562],[0.16338098],[0.00072987],[0.49860469],[0.01535415],[0.0031748],[0.0052632],[0.00055146]
[0.00029359],[0.00453688],[0.00011332],[0.23004766],[0.12455215],[0.22853751],[0.00664276],[0.03768816],[0.01699334],[0.20964102]
[0.01557724],[0.00078058],[0.00240666],[0.02364238],[0.00309563],[0.00806042],[0.00014569],[0.96159506],[0.00235771],[0.07274131]
[0.06010826],[0.00312955],[0.72938342],[0.12145819],[0.00774423],[0.07192046],[0.04497635],[0.00040686],[0.00126833],[0.00017236]
[0.0418466],[0.03481776],[0.00794512],[0.00082433],[0.00087638],[0.54448304],[0.05849062],[0.00426411],[0.50075454],[0.00192005]
[0.01380907],[0.00414699],[0.93373249],[0.03380417],[0.01150286],[0.00841393],[0.09535976],[0.00052141],[0.01317606],[0.00038622]
[0.00055889],[0.02500514],[0.00637502],[0.00078177],[0.34570975],[0.45960483],[0.0159376],[0.00302623],[0.30413262],[0.00079983]
[0.00039492],[0.00662727],[0.00014068],[0.22030204],[0.01870882],[0.04075353],[0.00084168],[0.14894824],[0.036076],[0.68927224]
[9.94070987e-05],[0.95768639],[0.03453596],[0.01617182],[0.00038064],[0.01004997],[0.13873367],[0.00830252],[0.01312058],[0.01390831]
[0.00053229],[0.04117303],[0.00192845],[0.00240834],[0.50544161],[0.64444683],[0.01596922],[0.00089618],[0.16237355],[0.00071851]
[0.00076549],[0.01401013],[0.02605987],[0.00617622],[0.07436295],[0.16850712],[0.00345837],[0.00128698],[0.90104883],[0.00273544]
[0.00456754],[0.0003815],[4.94933643e-05],[0.01964678],[0.03405842],[0.02771864],[0.00386167],[0.54303489],[0.00539565],[0.64670144]
[0.00142268],[0.00209412],[0.04143324],[0.01632978],[0.34644097],[0.26146924],[0.00076525],[0.00564156],[0.64416482],[0.00052096]
[2.33502937e-05],[0.93794638],[0.01428584],[0.12400075],[0.00102973],[0.00822781],[0.00935293],[0.06002875],[0.02874842],[0.05895319]
[0.96646292],[9.54637928e-05],[0.00240489],[0.00256467],[0.00037471],[0.06317669],[0.01217468],[0.00348005],[0.0171859],[0.00138846]
[0.31398515],[0.00022624],[0.26047096],[8.10680966e-05],[0.00232543],[0.01787839],[0.51336197],[0.00122028],[0.01625951],[0.00098818]
[0.00274545],[0.00316538],[0.00097967],[0.00298078],[0.00130686],[0.01963488],[0.0003632],[0.62230126],[0.11638566],[0.70264902]
[0.00146836],[0.01404701],[0.00636002],[0.00785628],[0.00065233],[0.00653457],[0.00011181],[0.77198896],[0.17726519],[0.11023058]
[0.00580285],[0.01131494],[0.00836455],[0.02950715],[0.01684609],[0.37324872],[0.00227208],[0.00112751],[0.86992952],[0.00088942]
[0.00334436],[0.00080818],[0.00114872],[0.0044659],[0.00226301],[0.00900007],[0.0002979],[0.83883491],[0.01271592],[0.65631128]
[0.06617148],[0.00296647],[0.00214128],[0.06940019],[0.01258717],[0.97788586],[0.00165689],[0.00226913],[0.03059322],[0.00031997]
[0.98083526],[4.59131032e-05],[0.0158559],[0.00147131],[0.00061255],[0.03263862],[0.00773464],[0.00488335],[0.00425431],[0.00062478]
[0.00049596],[0.00610767],[0.13415279],[0.00033109],[0.0440085],[0.0563469],[0.93575618],[0.00050233],[0.00646566],[0.00333043]
[0.00010584],[0.89580599],[0.12692252],[0.02467017],[0.00069656],[0.00855152],[0.10937874],[0.0041384],[0.03440008],[0.00635718]
[0.04402281],[0.00568195],[0.00109636],[0.57989521],[0.00010167],[0.5742835],[0.00091254],[0.01986228],[0.00100718],[0.0014456]
[0.01835308],[0.00017019],[0.00128826],[0.0289785],[0.01009828],[0.01820946],[0.00039755],[0.84639506],[0.00328633],[0.25581174]
[0.00014766],[0.05437837],[0.00082833],[0.00571933],[0.95898031],[0.01320214],[0.08045792],[0.00322297],[0.00239478],[0.13741793]
[0.00046257],[0.01178691],[0.03372588],[0.0005927],[0.05607854],[0.07781044],[0.9412777],[0.00026921],[0.01922325],[0.01500541]
[5.25997195e-05],[0.9501356],[0.0188005],[0.05467672],[0.00116301],[0.00259669],[0.01941622],[0.0363284],[0.02627469],[0.01970533]
[0.20934794],[0.00041606],[0.66532914],[0.01874272],[0.00149257],[0.10370243],[0.018066],[0.00065501],[0.01651421],[0.0008743]
[0.02997401],[0.000609],[0.00044467],[0.04126419],[0.01601028],[0.98566176],[0.00067955],[0.00221925],[0.10229147],[0.00576762]
[0.96773886],[1.63860198e-05],[0.02971937],[0.00070277],[0.0015485],[0.07812886],[0.00503286],[0.00159261],[0.01051837],[0.0005808]
[0.00912702],[0.00045393],[0.00015996],[0.00420892],[0.02152674],[0.00998516],[0.0014964],[0.88625416],[0.00174947],[0.16700826]
[0.00013511],[0.00494523],[0.00112239],[0.00400289],[0.04794902],[0.00194975],[0.0015203],[0.05951919],[0.05144308],[0.93193286]
[6.62460336e-05],[0.00434524],[0.00093434],[0.00174954],[0.23149848],[0.00184985],[0.0064892],[0.03718913],[0.02117103],[0.9273383]
[0.82417427],[6.80549325e-05],[0.01142878],[0.00645044],[0.00127302],[0.48148215],[0.00134282],[0.00063669],[0.07736508],[0.00047823]
[0.13010688],[0.00127815],[0.02735326],[0.69055356],[0.0002096],[0.01494315],[0.00016853],[0.02870864],[0.00341749],[0.00023608]
[0.00363021],[0.02656182],[0.00417356],[0.00519644],[0.06648486],[0.46526241],[0.01257127],[0.0004928],[0.73907428],[0.00033703]
[0.00011565],[0.150029],[0.02973032],[0.18247906],[0.46679538],[0.00601821],[0.00108857],[0.11908538],[0.00332156],[0.00884075]
[0.00017693],[0.2135802],[0.00617325],[0.01173879],[0.32342247],[0.04623455],[0.35363179],[0.00067633],[0.02081315],[0.02133808]
[0.0023095],[0.02462029],[0.0002915],[0.00133652],[0.0442282],[0.74334016],[0.26340855],[0.0004024],[0.08580603],[0.01258097]
[4.33601466e-05],[0.94516788],[0.01745007],[0.08627143],[0.00107313],[0.01512287],[0.01253358],[0.03450481],[0.01713419],[0.0315667]
[0.02318584],[0.00135325],[0.00132011],[0.10353282],[0.01960616],[0.51055678],[0.00188434],[0.00134183],[0.61810766],[0.00232939]
[0.00027697],[0.00425429],[0.08779485],[0.00069222],[0.50308324],[0.03740889],[0.88306644],[0.00189304],[0.01106833],[0.00978729]
[0.066972],[0.00116018],[0.00102985],[0.0143259],[0.0116495],[0.94608278],[0.01115549],[7.30074634e-05],[0.37472327],[0.00086485]
[0.00037917],[0.00212274],[0.00021427],[0.06183401],[0.13501917],[0.13647385],[0.01454607],[0.00491059],[0.03604497],[0.7167909]
[0.96717992],[6.28151345e-05],[0.05387871],[0.00160617],[0.00065843],[0.02311838],[0.00199368],[0.00446988],[0.00867729],[0.00029846]
[0.95471896],[5.70787128e-05],[0.07226742],[0.00110543],[0.00094609],[0.04387835],[0.00131396],[0.00231522],[0.02752029],[0.00107986]
[0.95895138],[7.44219285e-05],[0.05986696],[0.00080497],[0.00084452],[0.02143194],[0.00186497],[0.00295393],[0.01696708],[0.00053664]
[0.03213782],[0.0028576],[0.02315331],[0.75490561],[0.00034601],[0.02106786],[0.00021798],[0.03791353],[0.03212281],[0.00062669]
[0.00871585],[0.00019279],[0.00020175],[0.01212765],[0.01100555],[0.02681179],[0.00144334],[0.55658172],[0.00345025],[0.61325878]
[2.02395445e-05],[0.96755481],[0.01208469],[0.05130108],[0.00093023],[0.02139581],[0.02473872],[0.02608668],[0.02867363],[0.04635199]
[0.00036778],[0.00293217],[0.04387207],[0.00039418],[0.58648052],[0.02010322],[0.89517414],[0.00437462],[0.00623341],[0.02267594]
[0.00019738],[0.29542674],[0.00285572],[0.00384333],[0.41662807],[0.03534109],[0.23375692],[0.00206716],[0.00089548],[0.04313966]
[0.0080329],[0.00307362],[0.98206312],[0.03130226],[0.00191264],[0.00576276],[0.02276949],[0.00071688],[0.05280678],[0.00318129]
[0.00058877],[0.00831861],[0.08805242],[0.00033928],[0.07808718],[0.09816645],[0.92295714],[0.00072195],[0.00583868],[0.00648432]
[0.00325102],[0.00165382],[0.13214167],[7.20305983e-05],[0.06245644],[0.00404105],[0.98059765],[0.00180339],[0.00301815],[0.0111497]
[0.67783283],[7.44652872e-05],[0.00763534],[0.00212095],[0.00372603],[0.62218592],[0.00290472],[0.00049406],[0.12372987],[0.00048352]
[0.00067894],[0.00491186],[0.06339764],[0.00467925],[0.84604802],[0.0095425],[0.09057444],[0.00221355],[0.01120346],[0.04471888]
[0.02634285],[0.00284557],[0.00035927],[0.05821854],[0.00314264],[0.97304135],[0.00184809],[0.00368371],[0.12204167],[0.01810098]
[0.00019011],[0.02232797],[0.00013952],[0.01262009],[0.63184003],[0.19730325],[0.10170718],[0.00150151],[0.00677441],[0.34387462]
[2.56786915e-05],[0.95822264],[0.01261154],[0.07200388],[0.00048804],[0.0243523],[0.01597537],[0.03964822],[0.03339779],[0.05241616]
[0.01742296],[0.01191992],[0.01871382],[0.9599222],[0.00183077],[0.04069374],[0.00065082],[0.00333324],[0.01581339],[0.0002935]
[0.00092336],[0.0102099],[0.01255985],[0.00073881],[0.23655171],[0.27112119],[0.02637698],[0.00105642],[0.64039676],[0.00175365]
[0.00358285],[0.00040802],[0.1136009],[0.0003315],[0.10689784],[0.03249708],[0.91309947],[0.00405156],[0.00158096],[0.00650536]
[0.00498489],[0.01238754],[0.00496344],[0.68535769],[0.00049829],[0.0598833],[4.40809829e-05],[0.46872773],[0.02636438],[0.00346259]
[0.00014488],[0.00240407],[0.00820083],[0.00124324],[0.0886512],[0.0043895],[0.00791375],[0.01260596],[0.05236863],[0.89911865]
[0.00010768],[0.0143627],[0.00026605],[0.20224032],[0.04115368],[0.08736577],[0.00849271],[0.00971029],[0.0134985],[0.46622969]
[0.06346787],[0.00631606],[0.01161853],[0.00133982],[0.00554566],[0.84907932],[0.00929309],[0.00080259],[0.02036203],[0.00098209]
[0.00012229],[0.00265452],[0.00404307],[0.00065571],[0.03351576],[0.00163919],[0.00347701],[0.09092074],[0.0321806],[0.9463947]
[0.00570191],[0.02232169],[0.01622714],[0.98788118],[0.00057629],[0.00705006],[8.45001923e-05],[0.01739029],[0.00885164],[0.00210437]
[0.00122642],[0.00122835],[0.00077536],[0.00281019],[0.01944913],[0.02274441],[0.00160754],[0.54510438],[0.02321368],[0.68837627]
[0.00016543],[0.08785169],[0.01500011],[0.03080894],[0.00953839],[0.08304769],[0.0038507],[0.00497296],[0.54182914],[0.01176392]
[0.03722321],[0.00208827],[0.00050642],[0.02788605],[0.00273954],[0.99037823],[0.0029878],[0.00127353],[0.26482241],[0.00084145]
[0.0033458],[0.00028412],[0.08547052],[0.00043848],[0.24714706],[0.06877884],[0.80240878],[0.00483829],[0.00194791],[0.0087716]
[0.00011109],[0.02802719],[0.00337996],[0.00399271],[0.8790283],[0.00963223],[0.07158348],[0.00261334],[0.00196273],[0.07387843]
[0.00496056],[0.00033058],[0.00097504],[0.0137252],[0.02404777],[0.00590622],[0.00051133],[0.54175801],[0.00851898],[0.66906102]
[0.00024587],[0.00539806],[0.11255345],[0.00058911],[0.4476571],[0.03997574],[0.75123057],[0.00149246],[0.01360094],[0.00862298]
[0.00652005],[0.00325065],[0.96781733],[0.12762211],[0.00078304],[0.00459956],[0.00961471],[0.00125126],[0.04176912],[0.0008148]
[0.0400691],[0.00098533],[0.44493594],[0.04298399],[0.00116833],[0.00792454],[0.00306097],[0.00062844],[0.67459132],[0.00701696]
[0.63486743],[5.21297577e-05],[0.00640049],[0.00037553],[0.00432861],[0.37189882],[0.00762424],[0.00045734],[0.14034577],[0.0024813]
[0.01051298],[0.00012489],[0.01053574],[0.00116895],[0.08229159],[0.07065425],[0.00211341],[0.12719406],[0.0081919],[0.42454055]
[4.62753853e-05],[0.21729139],[0.0035841],[0.06220976],[0.38441615],[0.02894103],[0.03014509],[0.00187702],[0.00769995],[0.26108156]
[0.96875682],[4.45097243e-05],[0.01202939],[0.00211462],[0.00081388],[0.04889807],[0.01228706],[0.00277328],[0.00905605],[0.00108085]
[0.00015826],[0.94629406],[0.04887623],[0.02882263],[0.00044431],[0.00624383],[0.06732615],[0.01301669],[0.02289281],[0.00958858]
[0.00709746],[0.00354543],[0.98582462],[0.00928301],[0.00892679],[0.00405821],[0.00817235],[0.00196271],[0.05989123],[0.0008701]
[0.00277574],[0.02141691],[0.0115563],[0.93903584],[0.00600233],[0.00565065],[0.00011381],[0.02203937],[0.04811472],[0.00154761]
[0.00303339],[0.00191029],[0.0093655],[0.00348877],[0.97593317],[0.00813934],[0.02541373],[0.02017726],[0.00264395],[0.00682141]
[0.03031376],[0.00138593],[0.00224802],[0.17422325],[0.03038471],[0.6456827],[0.00088495],[0.00107715],[0.12082426],[0.01186236]
[0.10038141],[0.00026105],[0.11863716],[0.00165688],[0.00680128],[0.24316456],[0.5359607],[0.00227914],[0.00083877],[0.00128135]
[0.00342281],[0.00141461],[0.00090347],[0.02062619],[0.01374384],[0.02250305],[0.0003641],[0.95676097],[0.01740559],[0.02415961]
[0.00162915],[0.04394755],[0.01429948],[0.00764923],[0.00407857],[0.01533612],[0.00679054],[0.00432631],[0.67628741],[0.06057575]
[0.00075808],[0.00128967],[0.00498721],[0.00227744],[0.02875256],[0.00583815],[0.00126334],[0.05081131],[0.04144301],[0.8335307]
[0.77675736],[0.0002887],[0.00837823],[0.00985847],[0.00209301],[0.12597314],[0.00108046],[0.01841227],[0.00123833],[0.00028569]
[0.00051592],[0.88411578],[0.0422694],[0.06008949],[0.00032655],[0.00244693],[0.00872527],[0.06393306],[0.01158508],[0.00884203]
[0.00296958],[0.00975628],[0.99371781],[0.00646544],[0.00529769],[0.00447217],[0.0226995],[0.00095281],[0.05224535],[0.00139474]
[0.00010328],[0.01936579],[0.00319547],[0.00020812],[0.09366349],[0.02134469],[0.01393426],[0.33445267],[0.03056951],[0.61878295]
[0.0003141],[0.04972722],[0.00290686],[0.06478244],[0.01442125],[0.15605169],[0.11608505],[0.01531844],[0.00929766],[0.01055564]
[0.00811171],[0.00127599],[0.23199264],[3.73851639e-05],[0.3572333],[0.00071868],[0.58424983],[0.01766379],[0.0072346],[0.09147911]
[0.73237929],[0.00013453],[0.00415898],[0.00376917],[0.00085152],[0.01581568],[0.00185975],[0.04213451],[0.00127988],[0.00868753]
[0.00021387],[0.93268787],[0.01978466],[0.04189334],[0.00061406],[0.00455538],[0.03178004],[0.01685678],[0.04245722],[0.00871671]
[0.00118347],[0.00671597],[0.99357386],[0.0212572],[0.0056924],[0.00279546],[0.00656965],[0.00185955],[0.04381668],[0.00042084]
[0.01230589],[0.00300643],[0.00399574],[0.87464277],[0.00480187],[0.14835179],[0.00069135],[0.00843982],[0.03219506],[0.00087768]
[0.00205483],[0.00203095],[0.00129275],[0.00222139],[0.98716744],[0.01121757],[0.02340058],[0.00721824],[0.00626352],[0.02223115]
[0.02532816],[0.00180825],[0.00020516],[0.00960973],[0.02764823],[0.94992948],[0.03319956],[0.00029433],[0.08474936],[0.00316476]
[0.01003082],[0.00240411],[0.36470269],[0.00036325],[0.00778808],[0.01272899],[0.89890608],[0.00270946],[0.00206776],[0.00131159]
[0.00146201],[0.07056452],[0.12181658],[0.00116867],[0.00933217],[0.01074265],[0.08370727],[0.00044122],[0.94885115],[0.0103191]
[0.00030233],[0.20284713],[0.01294491],[0.02714744],[0.00052304],[0.00110575],[0.00011694],[0.74074621],[0.01838632],[0.07449533]
[0.00156478],[0.5868204],[0.07160453],[0.03277468],[0.00249469],[0.00391357],[0.03677331],[0.00177447],[0.10666093],[0.00811227]
[0.00716412],[0.01188286],[0.02499643],[0.92640122],[0.00731517],[0.0043808],[0.00027139],[0.00778466],[0.01919618],[0.00213323]
[0.00351048],[0.01228314],[0.99020083],[0.00457251],[0.02916426],[0.00181155],[0.02447371],[0.00091746],[0.11019757],[0.0011508]
[0.00602672],[0.0143132],[0.31217069],[0.00058111],[0.01388123],[0.07431781],[0.2843286],[0.0014025],[0.04803187],[6.67586905e-05]
[0.95988372],[5.98645394e-05],[0.02661702],[0.00437614],[0.00176124],[0.01518651],[0.00564625],[0.01095197],[0.00095185],[0.00030559]
[0.00693922],[0.00221455],[0.01362334],[0.0149715],[0.00464028],[0.00136885],[2.57267804e-05],[0.99329497],[0.01352642],[0.01269459]
[0.00147464],[0.00888483],[0.00040956],[0.09229146],[0.00306622],[0.54351041],[0.15962924],[0.01155924],[0.00092685],[0.01235034]
[0.00097355],[0.00059497],[0.0016906],[0.00024497],[0.18451851],[0.00692977],[0.02029503],[0.01876919],[0.00724761],[0.90174348]
[0.02735102],[0.00106222],[0.00431237],[0.00124407],[0.00880608],[0.00138721],[0.00036152],[0.81434999],[0.0008861],[0.37833496]
[0.01130022],[0.00288283],[0.08028501],[1.96255803e-05],[0.01148817],[0.03250807],[0.95411746],[0.00035668],[0.00060068],[0.00830635]
[0.89888068],[0.00018722],[0.05633998],[0.00135142],[0.0008811],[0.02477263],[0.04761971],[0.00862352],[0.00056922],[0.00067633]
[0.00065727],[0.00402264],[0.00183768],[0.00106327],[0.02106442],[0.00037286],[0.00178015],[0.78348285],[0.00965952],[0.75144769]
[0.00118375],[0.0012346],[0.00306736],[0.0003915],[0.98953003],[0.03574373],[0.02663845],[0.00507407],[0.04230225],[0.02466735]
[0.00057666],[0.90492982],[0.11676768],[0.01127069],[0.00426847],[0.00195937],[0.02422332],[0.02078644],[0.00582434],[0.00180535]
[0.01314204],[0.00653406],[0.0918815],[0.95690924],[0.00113864],[0.00374678],[0.00035503],[0.02576295],[0.00312238],[0.00022971]
[0.00508757],[0.01405618],[0.990583],[0.00491046],[0.02248642],[0.00274889],[0.06871357],[0.00139257],[0.01516534],[0.00030384]
[0.0001976],[0.94395408],[0.09287708],[0.02270102],[0.00087686],[0.00177892],[0.05914706],[0.01934924],[0.01663177],[0.00516256]
[0.00129678],[0.02346665],[0.98490308],[0.00304103],[0.01956602],[0.00319673],[0.1134137],[0.00174388],[0.02908153],[0.00022035]
[0.00323301],[0.01476703],[0.00702794],[0.98579351],[0.00433273],[0.01027923],[0.00014516],[0.0100336],[0.01068199],[0.00608379]
[0.05528386],[0.00054792],[0.02590242],[0.00109931],[0.0062613],[0.00521491],[0.00450554],[0.00072702],[0.91490474],[0.09510786]
[0.00440416],[0.02058484],[0.00855095],[0.9760501],[0.00253052],[0.00882083],[2.69847088e-05],[0.02393927],[0.06898445],[0.0094626]
[0.00309345],[0.0069575],[0.99490469],[0.00663688],[0.00441393],[0.00219706],[0.02850849],[0.00125835],[0.0640924],[0.0015788]
[0.08117109],[0.00030057],[0.16389595],[8.54210663e-05],[0.01235521],[0.0181652],[0.87708563],[0.00313732],[0.00057677],[0.00872051]
[0.04255094],[0.00119411],[0.03908097],[0.00640962],[0.00626973],[0.34527855],[0.01414535],[0.00024928],[0.130531],[0.00243119]
[0.04057268],[0.00052646],[0.05961042],[0.00013757],[0.01864192],[0.09071471],[0.82709861],[0.00119614],[0.00047055],[0.0053112]
[0.00266882],[0.03533844],[0.42723599],[0.000652],[0.03447114],[0.01137121],[0.13615002],[0.00100157],[0.25330157],[0.00027098]
[0.00708265],[0.00276007],[0.97843725],[0.01000015],[0.00100046],[0.00802156],[0.02751251],[0.00299596],[0.02495304],[0.00256758]
[0.00191949],[0.00314594],[0.00141991],[0.04954822],[0.00408882],[0.02369047],[0.00018781],[0.98113192],[0.00878911],[0.01789109]
[0.00038113],[0.0049855],[0.00050027],[0.00653853],[0.95918147],[0.05219251],[0.01053292],[0.00301048],[0.02019661],[0.06895042]
[0.00840303],[0.01115197],[0.15962672],[0.0005361],[0.01383525],[0.01181943],[0.0149217],[0.00200466],[0.84470753],[0.00355451]
[0.0001279],[0.92565119],[0.04491025],[0.02792593],[0.00326711],[0.00099707],[0.01724358],[0.03890684],[0.00920941],[0.00629624]
[0.00762891],[0.00162133],[0.00766203],[0.00103037],[0.04119277],[0.04493422],[0.07413497],[0.00027979],[0.91445162],[0.08311738]
[0.85742356],[0.0001455],[0.06687903],[0.01154622],[0.00134493],[0.02613861],[0.03885033],[0.00554357],[0.00039303],[0.00058463]
[0.07437529],[0.00124704],[0.00187958],[0.06586161],[0.01407903],[0.85998694],[0.00537064],[0.00032682],[0.12796901],[0.00053514]
[0.00271379],[0.05133048],[0.34931147],[0.79458247],[0.00114914],[0.00250391],[0.00047003],[0.01767326],[0.0059824],[0.00091414]
[0.00142542],[0.00096533],[0.0002842],[0.05752142],[0.02207268],[0.00475965],[0.00122362],[0.14153977],[0.01662505],[0.92875073]
[0.00376983],[0.00111084],[0.02231818],[0.00054259],[0.96961351],[0.00846823],[0.05094252],[0.00606873],[0.01046691],[0.00894806]
[0.00019109],[0.93831717],[0.05200365],[0.02281008],[0.0003336],[0.00733881],[0.07941445],[0.0119247],[0.0310683],[0.00891469]
[0.0097607],[8.39901577e-05],[0.00814916],[6.26151555e-05],[0.10365187],[0.00180878],[0.03566767],[0.06895392],[0.0059202],[0.63346888]
[0.0019665],[0.00991061],[0.99591042],[0.00780043],[0.01389217],[0.00112671],[0.02578592],[0.00104286],[0.04607653],[0.0015956]
[0.00014144],[0.95312781],[0.06245908],[0.01806442],[0.00062496],[0.00583199],[0.06641421],[0.01509103],[0.01397982],[0.00774603]
[0.0031834],[0.00057552],[0.00059907],[0.00230022],[0.05737217],[0.03504073],[0.01504736],[0.0102157],[0.00614002],[0.83392299]
